same_section,stem_glove_softcosine,lemma_glove_softcosine,Stem_fasttext_softcosine,lemme_fasttext_softcosine,stem_tfidf_cosine,stem_cv_cosine,lemma_tfidf_cosine,lemma_cv_cosine
0,0.285967122,0.459388763,0.223728048,0.442990534,0.057267769,0.105435292,0.058901995,0.107928861
0,0.224328369,0.430989788,0.206405018,0.370699994,0.042628964,0.080012803,0.041624996,0.078453905
1,0.394570665,0.561792076,0.338281409,0.419000587,0.077542623,0.140839202,0.080347149,0.14552644
0,0.240816427,0.389226537,0.191291934,0.349892153,0.026644888,0.051298918,0.028125758,0.054073807
0,0.288057883,0.405986998,0.247868625,0.319390537,0.045791327,0.083807547,0.046293501,0.084709268
0,0.492680874,0.563200412,0.45698067,0.476126857,0.166324336,0.278915969,0.131383169,0.227079407
0,0.372682166,0.494470681,0.314781967,0.37835433,0.100249044,0.17605071,0.075130208,0.134744307
0,0.428176979,0.504448104,0.346311266,0.40298854,0.0841374,0.152270501,0.071612975,0.130631569
0,0.193544653,0.289714065,0.176459888,0.262164273,0.031265106,0.058199458,0.030958436,0.057503717
0,0.156917862,0.333627358,0.159993852,0.20809233,0.024902451,0.047901615,0.025578674,0.04921155
1,0.232073857,0.274144574,0.172486826,0.211785021,0.042126097,0.078811432,0.044918652,0.08379972
0,0.553934741,0.632796094,0.463136168,0.556743065,0.116488101,0.201926899,0.114266876,0.198306119
0,0.336010249,0.48068214,0.252806441,0.393131147,0.057607997,0.106873785,0.060706449,0.112302895
0,0.293635966,0.373375623,0.157306133,0.257540654,0.031481988,0.060006858,0.018647839,0.036066785
0,0.210320177,0.239818939,0.130352584,0.18865426,0.0140739,0.027420425,0.004704901,0.009250935
0,0.228873043,0.2665398,0.154536928,0.207723464,0.020429289,0.03917382,0.020727371,0.039720458
0,0.301702196,0.330533286,0.182477931,0.209750393,0.032473571,0.060370911,0.03179101,0.059072976
0,0.238812169,0.383547548,0.161471311,0.292000935,0.033956456,0.063500064,0.024598566,0.046667704
0,0.31365117,0.378549013,0.259157383,0.327351472,0.052380841,0.097507128,0.034004058,0.064916414
1,0.17108543,0.23073787,0.09770421,0.170829067,0.010465278,0.020437978,0.003514011,0.006917476
0,0.651507458,0.715119671,0.637580298,0.696303582,0.168938716,0.280991131,0.156771863,0.263359117
0,0.593100988,0.619027316,0.570385406,0.596817768,0.184579813,0.297384462,0.18517387,0.300465959
0,0.549446562,0.567410954,0.488992164,0.492965378,0.127091718,0.217751826,0.127091718,0.217751826
0,0.372369003,0.432754956,0.240803802,0.236493196,0.015319752,0.029741627,0.015319752,0.029741627
0,0.550719017,0.569483263,0.390823011,0.422418703,0.101160929,0.18074257,0.079503415,0.144974822
0,0.328954944,0.360116996,0.06490947,0.085175242,0,0,0,0
0,0.347885865,0.386201863,0.320413509,0.334772739,0.04929171,0.091784411,0.057152024,0.105510617
0,0.214794268,0.253937441,0.136413584,0.15081076,0.008794976,0.017224746,0.004396193,0.008646754
1,0.593587356,0.670265097,0.533723916,0.620516403,0.167112482,0.281885724,0.171563937,0.288204317
0,0.190270319,0.327320822,0.167624412,0.232818428,0.0509186,0.094676214,0.053255194,0.098765432
0,0.288434721,0.361416649,0.318698656,0.340357398,0.07254135,0.131775869,0.071894322,0.130674497
0,0.573820373,0.615154375,0.551292362,0.566844888,0.084394248,0.150251665,0.076975416,0.138026258
0,0.387580884,0.410764627,0.268265,0.319941691,0.043002686,0.080918784,0.039664717,0.074851031
0,0.384395903,0.473175401,0.366560657,0.394117368,0.038486284,0.072939681,0.03950186,0.074782202
0,0.194841007,0.257683575,0.175353752,0.175799434,0.019327724,0.03738971,0.019801654,0.03828847
0,0.305828141,0.37733561,0.247388437,0.253369224,0.055355283,0.102689757,0.049075957,0.091712676
0,0.33649444,0.372155559,0.304001077,0.334368274,0.054456537,0.099300312,0.045152889,0.083033649
0,0.377180155,0.439287367,0.305986452,0.292054765,0.036616752,0.067590886,0.030506708,0.056613852
0,0.57724165,0.629639127,0.484780249,0.478089935,0.099507529,0.178443563,0.099507529,0.178443563
0,0.652680888,0.679821621,0.528997058,0.506579773,0.107253553,0.190828097,0.10225527,0.182641843
0,0.339103721,0.390676324,0.254596143,0.263174123,0.063347409,0.116593101,0.06781965,0.124323669
0,0.556597315,0.581157268,0.525268577,0.576119983,0.157843515,0.261235254,0.136080418,0.229580124
0,0.534471597,0.588557824,0.483464524,0.529250345,0.127451082,0.216869606,0.109199747,0.189641862
0,0.352642592,0.41817205,0.297608872,0.306331587,0.073814088,0.133956594,0.076089251,0.137766546
0,0.225264983,0.31455694,0.14127395,0.18935131,0.023707326,0.045452629,0.023921094,0.045842787
0,0.360500986,0.404383558,0.266101965,0.272588919,0.072824351,0.132930031,0.073492913,0.134071082
1,0.274004416,0.281520172,0.290883127,0.275532872,0.030435834,0.057771145,0.026532898,0.050549752
0,0.538492066,0.578610515,0.497917908,0.511474524,0.051387403,0.095941613,0.051184078,0.095588235
0,0.68960346,0.729616772,0.685958756,0.685908334,0.13577996,0.234809599,0.12421669,0.217161037
0,0.363235528,0.447575856,0.347666497,0.401335897,0.039181957,0.0741504,0.030626774,0.058481026
1,0.211634759,0.277439407,0.147139626,0.201058335,0.025182078,0.048547939,0.025796918,0.04969666
0,0.407826392,0.4187799,0.385015632,0.372876302,0.151718409,0.256161262,0.165265529,0.275567596
0,0.292411143,0.297237463,0.252219197,0.249153789,0.072371237,0.133003979,0.070407815,0.129636243
0,0.453567561,0.481660632,0.373656632,0.367246903,0.107641544,0.191259213,0.100184192,0.179381202
0,0.310776538,0.386705443,0.150126742,0.190176816,0.024382065,0.046333927,0.023288404,0.044491157
0,0.145706481,0.170916914,0.074969662,0.090364182,0.008977623,0.017569716,0.003030317,0.005967199
0,0.226396155,0.305081904,0.163972819,0.206838323,0.016451385,0.031969211,0.016451385,0.031969211
0,0.375391295,0.390014006,0.290710977,0.290582322,0.036691825,0.069972856,0.029144725,0.055978285
0,0.335334971,0.410846038,0.305165221,0.344278935,0.072050459,0.132943935,0.072050459,0.132943935
0,0.572791033,0.606685009,0.562701728,0.555341499,0.121955173,0.213942286,0.106121549,0.188772606
1,0.061509827,0.092088395,0.020604762,0.029332443,0,0,0,0
0,0.47754443,0.522183751,0.38791395,0.436212234,0.090560818,0.163534187,0.075329761,0.13799997
0,0.334559381,0.393776452,0.239152864,0.317488204,0.03582356,0.066804266,0.028315844,0.0531494
0,0.422292688,0.468276682,0.272194058,0.346845078,0.023475058,0.045083482,0.018881822,0.036432955
0,0.486447516,0.543343783,0.348558967,0.472545996,0.039106888,0.07438395,0.043232283,0.081940028
1,0.168496771,0.254878144,0.021512548,0.137019311,0.008026118,0.015713484,0,0
0,0.212860392,0.322903077,0.161449938,0.25533156,0.029641721,0.056750435,0.027813435,0.05333948
0,0.248070308,0.373309432,0.145741382,0.176168989,0.014064242,0.027379284,0.014495912,0.028209147
0,0.257491195,0.304629367,0.16988059,0.153824561,0.025918884,0.049629167,0.027506186,0.052522573
0,0.378066218,0.462584615,0.269337024,0.346802835,0.043071325,0.079627757,0.03366199,0.062994079
0,0.24321097,0.371241219,0.216405364,0.300109488,0.076813685,0.139141185,0.064969733,0.119522861
1,0.117783934,0.292459456,0.132452106,0.207042138,0.01268384,0.024742321,0.01330963,0.025949965
0,0.267033567,0.343668837,0.227725567,0.290960324,0.040817515,0.077540351,0.041868218,0.079455216
0,0.305711871,0.452488254,0.198625362,0.339387645,0.035267019,0.067343503,0.036167216,0.069006556
0,0.29730576,0.359317063,0.176029876,0.229314095,0.017196731,0.033407655,0.018404693,0.035714286
0,0.311608379,0.295907591,0.213451486,0.225038796,0.028991,0.055555556,0.031045268,0.059391387
0,0.333514262,0.429815075,0.29308004,0.36908629,0.055355824,0.10325782,0.044458432,0.083965454
0,0.134974573,0.210245725,0.09995895,0.13025706,0.030848596,0.0590562,0.02593485,0.049768592
0,0.173315371,0.228351943,0.063417072,0.071217925,0.006952785,0.013640839,0,0
0,0.424667693,0.5164331,0.336959772,0.455818082,0.056221396,0.100441174,0.054457169,0.097354485
0,0.564542192,0.627617488,0.49559686,0.594798715,0.120794228,0.210212106,0.122562154,0.212802086
0,0.306464228,0.322407095,0.238031611,0.28240655,0.029825516,0.057148041,0.029525855,0.056588666
