same_section,stem_glove_softcosine,lemma_glove_softcosine,Stem_fasttext_softcosine,lemme_fasttext_softcosine,stem_tfidf_cosine,stem_cv_cosine,lemma_tfidf_cosine,lemma_cv_cosine
0,0.183545843,0.251424528,0.115736829,0.181705319,0.006546578,0.012827103,0.0066278,0.012987013
0,0.342482376,0.470315774,0.32426087,0.461475407,0.059753402,0.109848322,0.050510105,0.093426339
0,0.38905491,0.449257886,0.367503759,0.422516282,0.058199373,0.107287403,0.052770268,0.097991839
0,0.226149158,0.273051135,0.197207286,0.274726022,0.034985372,0.066633434,0.035608075,0.067785682
0,0.067063052,0.241285936,0.030947654,0.158769989,0.007726345,0.015142827,0.007860716,0.015404682
0,0.133487647,0.325861463,0.12014045,0.218071261,0,0,0,0
0,0.538700828,0.602182725,0.494329608,0.501412543,0.146410064,0.247150306,0.127932906,0.220498181
0,0.299569225,0.313437624,0.304890408,0.298349784,0.090428962,0.161812069,0.076311719,0.138702792
0,0.240349427,0.310415177,0.215725258,0.259556436,0.034053743,0.064959721,0.032034171,0.061284076
0,0.131523483,0.181595071,0.082165154,0.115197947,0.026406532,0.05083023,0.016482899,0.032036585
0,0.172711706,0.321475823,0.120391133,0.22593808,0.032912866,0.062945528,0.028143844,0.054083296
0,0.286134606,0.392510706,0.253631371,0.328860829,0.051769315,0.09582946,0.045644968,0.085294386
0,0.30029064,0.423460242,0.22995777,0.294519736,0.045336513,0.082924006,0.042006838,0.077844046
0,0.246007687,0.280734961,0.125255926,0.145344185,0.014406311,0.027311709,0.00740786,0.014457873
0,0.195599606,0.191461737,0.075093837,0.029671637,0.011259765,0.021998287,0.005972861,0.011729852
0,0.395482249,0.426144183,0.203115034,0.250318535,0.025326079,0.048790701,0.030129773,0.057703243
0,0.372206834,0.502126368,0.304722111,0.424981011,0.055983546,0.104774527,0.067996246,0.125738923
0,0.183822736,0.230048192,0.098355343,0.153582691,0.025399468,0.04878339,0.025399468,0.04878339
0,0.283166788,0.308585707,0.266304691,0.263536935,0.045557752,0.085973474,0.046039476,0.086828953
0,0.451902641,0.450860361,0.386943092,0.345398252,0.0986075,0.17517995,0.062335877,0.114692469
0,0.331014797,0.383154996,0.242787301,0.247202203,0.076571974,0.138102404,0.043281721,0.081116047
1,0.146403407,0.203947711,0.087823693,0.140811301,0.008832549,0.017283675,0.006396841,0.01254961
0,0.276231202,0.372402853,0.287852502,0.34550368,0.056834839,0.104197424,0.054124372,0.100106029
0,0.17117474,0.302278398,0.163585359,0.242603009,0.019759952,0.03824683,0.013322626,0.025958707
0,0.246382785,0.37255976,0.231435433,0.322669944,0.043193623,0.081611884,0.037477775,0.07122536
0,0.316165607,0.394166756,0.256848409,0.294430821,0.064366388,0.116952176,0.045546875,0.08549429
0,0.12773723,0.310881966,0.092979665,0.135522225,0.015961825,0.031018229,0.017415897,0.033794585
0,0.376025212,0.34699607,0.375755658,0.333281777,0.079279282,0.144290605,0.05076418,0.095346259
0,0.201835355,0.277304072,0.184246997,0.183526559,0.037518471,0.07093269,0.032677312,0.062114956
1,0.252790125,0.241055275,0.267521971,0.22506003,0.031802031,0.060858062,0.023297806,0.044997188
0,0.248891365,0.380670877,0.239914847,0.282954107,0.033499634,0.063273681,0.023498854,0.044997188
1,0.182834297,0.300814219,0.138305968,0.301006412,0.026477193,0.050893182,0.015338413,0.029845029
0,0.365458492,0.398800582,0.379715017,0.454155666,0.113156422,0.199571628,0.082236469,0.149330408
0,0.387767288,0.277506149,0.37339097,0.293770206,0.10036262,0.175691055,0.069815647,0.122278846
0,0.123149312,0.168693702,0.123056892,0.124844627,0.013268926,0.024817078,0.003850507,0.007574454
0,0.304999398,0.362359722,0.243507337,0.355656015,0.043590724,0.081902053,0.030513612,0.058167505
0,0.236572752,0.27396009,0.185791056,0.239422309,0.016087868,0.031219527,0.005400547,0.010604746
0,0.182277149,0.192959176,0.191125055,0.185683881,0.020767313,0.039594258,0.016369265,0.031538785
1,0.215191794,0.311792169,0.168157802,0.25970202,0.022738264,0.043607994,0.024017323,0.045957252
0,0.345008511,0.40421268,0.298698234,0.328760033,0.052658665,0.097891648,0.041377299,0.077831178
0,0.145011814,0.169109276,0.062520003,0.095415403,0.012763475,0.024876892,0.006651344,0.013052673
0,0.14016289,0.212819122,0.039028647,0.049232099,0.002910002,0.00573153,0,0
0,0.236518007,0.342696364,0.224563204,0.262571476,0.036076701,0.068778356,0.031953488,0.061141784
0,0.296952137,0.308207541,0.220977435,0.242651411,0.032901669,0.062935493,0.015338357,0.02981424
0,0.364678625,0.445811487,0.231508288,0.275359051,0.034348527,0.065465367,0.024057853,0.046291005
0,0.243746916,0.305924888,0.072792918,0.190310065,0.010132128,0.019802951,0.005336569,0.010482848
0,0.21026426,0.304797139,0.148045515,0.200842077,0.028894202,0.055278999,0.02247678,0.043256235
0,0.123130225,0.209062013,0.03931445,0.025942229,0.011670848,0.022792115,0.012286287,0.023980057
0,0.157477909,0.333135806,0.076158638,0.229164696,0.018651349,0.036066785,0.019747587,0.038141971
0,0.142684535,0.255202684,0.065467136,0.140063875,0.01163987,0.022719939,0.005932306,0.011647609
0,0.146945445,0.25850528,0.097707748,0.161351241,0.005185067,0.010185539,0.005219404,0.010252771
1,0.352888006,0.380021784,0.195935618,0.185149933,0.083752425,0.150271569,0.075733499,0.136409883
0,0.458563046,0.587444283,0.367480716,0.46341894,0.108170518,0.189895153,0.104145652,0.183361632
0,0.560976357,0.649256772,0.399991696,0.511860244,0.097098885,0.174160062,0.082373728,0.149841928
0,0.588344296,0.678467059,0.428983953,0.545179394,0.087862629,0.1573746,0.076707497,0.13888955
0,0.517798749,0.684313772,0.441408686,0.578492942,0.103127879,0.181101199,0.099675043,0.175545807
0,0.607775707,0.693045637,0.472981304,0.570058865,0.085999212,0.156015543,0.077201649,0.141292966
0,0.486024342,0.647820414,0.383439536,0.511165225,0.055701968,0.103692866,0.048927428,0.091447668
0,0.432884262,0.620743541,0.296324801,0.461147818,0.061273462,0.113499652,0.056960854,0.105933009
0,0.444849622,0.500295609,0.252913231,0.301101601,0.037844124,0.071657436,0.036782438,0.069613282
0,0.487786527,0.580457449,0.301226874,0.377536609,0.051253386,0.094501104,0.053565998,0.098388901
0,0.402570456,0.54385619,0.252055129,0.283389869,0.044290786,0.082660147,0.042318114,0.079339818
1,0.440474744,0.570271195,0.382566653,0.471225937,0.102482949,0.17952211,0.099455469,0.175241792
0,0.536612021,0.682942192,0.462158349,0.503480425,0.138491604,0.234937018,0.136131349,0.231915414
0,0.590998005,0.685062791,0.530565059,0.598078639,0.1609717,0.268359131,0.157275607,0.264476915
0,0.631921028,0.706125506,0.607912261,0.648737844,0.245534985,0.384879978,0.232478596,0.369195158
0,0.648151971,0.664622536,0.612211605,0.60891168,0.228064015,0.361629156,0.221185003,0.352752656
0,0.567889824,0.622610152,0.533398684,0.507988366,0.174777405,0.293758512,0.173737461,0.29270034
0,0.536685569,0.672079479,0.472976037,0.537419812,0.153679601,0.260768837,0.140855596,0.242077895
0,0.445561068,0.569920941,0.38632727,0.486405658,0.115312779,0.200900124,0.116600963,0.202828809
0,0.493136395,0.560822579,0.398518486,0.483421565,0.121659389,0.209655387,0.116634695,0.201890373
0,0.579378675,0.609086494,0.390783552,0.48488484,0.087799364,0.156189504,0.09212105,0.163366837
0,0.513325713,0.532620071,0.476807451,0.505632036,0.126719992,0.218539319,0.133429343,0.228581795
0,0.501799962,0.571924088,0.435437204,0.501327745,0.123158462,0.215202645,0.127775171,0.22203617
0,0.527091558,0.584765488,0.4409782,0.470711847,0.128644805,0.220944717,0.108731836,0.190008939
0,0.436673242,0.530318043,0.383045214,0.478418471,0.124159708,0.213668941,0.112460671,0.196293162
0,0.435460565,0.537812677,0.464443874,0.488673076,0.150051411,0.25238054,0.142015114,0.242424242
0,0.531730047,0.600055486,0.522405921,0.553890256,0.155679134,0.259567747,0.154951011,0.258463341
0,0.329334556,0.379371797,0.206421243,0.281928867,0.084111714,0.148492279,0.081371816,0.143964808
0,0.627392058,0.635309806,0.547257787,0.515657476,0.174920352,0.292443161,0.124866013,0.216704617
0,0.774240972,0.798786513,0.729378482,0.741972176,0.264035172,0.403880381,0.255256357,0.395554917
0,0.431410743,0.534084838,0.336590222,0.38104253,0.070080484,0.129485836,0.06674093,0.123428614
0,0.736240638,0.760673599,0.712053521,0.711052392,0.244957655,0.382732873,0.23756557,0.373856267
0,0.537500979,0.545413033,0.495850066,0.482811525,0.136206334,0.234311674,0.096413016,0.168953294
0,0.456644399,0.491451033,0.369088476,0.418500595,0.107068642,0.186547616,0.08854742,0.157186702
0,0.459482621,0.530247608,0.358403927,0.394416028,0.115784005,0.201982943,0.108618345,0.190534744
1,0.292907426,0.357483857,0.251036737,0.149296121,0.031455228,0.059782737,0.027323832,0.052205236
0,0.667450065,0.604820072,0.654875966,0.504992647,0.212011037,0.338519348,0.106634702,0.183234823
0,0.773502737,0.828637012,0.72562469,0.774858831,0.273494043,0.404261273,0.271470549,0.404238621
0,0.582591778,0.585868008,0.550716662,0.49140732,0.094981542,0.167951207,0.068828601,0.124296607
0,0.464203274,0.525080612,0.371712983,0.427015273,0.085026007,0.152615284,0.071153779,0.129459556
0,0.531558311,0.669127139,0.445545193,0.546703486,0.117490072,0.206438377,0.119039721,0.208893187
0,0.350954863,0.446864744,0.258643064,0.315984504,0.049633746,0.092545687,0.050435095,0.093867933
1,0.318434461,0.4038641,0.235828552,0.277141503,0.033672462,0.062347969,0.033296119,0.061561078
0,0.609493848,0.629769773,0.5612569,0.575728856,0.19385281,0.317641989,0.189543995,0.31208396
0,0.503295152,0.564572087,0.385669874,0.436342214,0.095409254,0.168139906,0.095545581,0.168666167
0,0.56546309,0.631014969,0.529410162,0.533256256,0.210835157,0.325367788,0.199428186,0.313576918
0,0.720932039,0.742764061,0.674836988,0.697205204,0.278321757,0.425638274,0.259184494,0.405293447
0,0.413321108,0.435295044,0.363265136,0.36313472,0.096844693,0.17022941,0.09862467,0.172918825
0,0.471339431,0.493789266,0.422859246,0.427296433,0.10701213,0.188982237,0.097243945,0.173233717
0,0.350060432,0.418214177,0.313065378,0.341229702,0.082077369,0.149696238,0.079791273,0.14619022
0,0.116458734,0.230224601,0.101597641,0.153922593,0.008848027,0.017236256,0.006285031,0.012327842
0,0.585806282,0.676431312,0.569428421,0.587891375,0.163253908,0.269424222,0.140172563,0.236701643
0,0.427035595,0.517124738,0.382369085,0.398137981,0.088902547,0.158291051,0.086925969,0.155035137
0,0.461616338,0.512665818,0.433548514,0.440512373,0.106209952,0.180948891,0.098787424,0.169399951
0,0.51596223,0.526680561,0.49212917,0.509354539,0.136193515,0.230269104,0.154624507,0.255873145
0,0.504086058,0.542559334,0.503539612,0.518981753,0.14937623,0.255334777,0.152157197,0.259426285
0,0.757528739,0.778002238,0.737434382,0.740458539,0.288092897,0.441671701,0.287115362,0.439625243
0,0.65695163,0.670466057,0.612772906,0.596124116,0.23276015,0.370877093,0.236392014,0.376514518
0,0.554192489,0.558256869,0.51285832,0.523062559,0.170474351,0.285644772,0.17155022,0.287078209
0,0.366044797,0.498593224,0.291576618,0.316704859,0.069631567,0.125848742,0.066857951,0.121144259
0,0.415934781,0.522690376,0.354321484,0.38539899,0.074458966,0.134313657,0.075105173,0.135307636
0,0.622497079,0.671496584,0.546695517,0.541790523,0.141733124,0.241654635,0.14817615,0.251218678
0,0.623791922,0.661304323,0.517549484,0.526778933,0.143294493,0.243050116,0.145568406,0.246172944
0,0.650932241,0.665545736,0.593363707,0.585308415,0.15850185,0.264707518,0.148057145,0.249581374
0,0.538978694,0.60195806,0.432880905,0.465120976,0.091034361,0.158776837,0.092105026,0.160356745
0,0.564453254,0.596634227,0.466935741,0.500810555,0.113952893,0.196078431,0.115287936,0.198029509
1,0.128282627,0.161309438,0.044355683,0.077574565,0,0,0,0
0,0.695811184,0.778369708,0.596724643,0.635122789,0.204340267,0.32580477,0.201915682,0.323193642
0,0.423177313,0.522776551,0.350042798,0.375392761,0.08529706,0.153529895,0.081841193,0.147701127
1,0.196329298,0.30967516,0.108043964,0.165303835,0.010474418,0.020444384,0.008007443,0.015665636
0,0.550025824,0.633736218,0.481192807,0.509613914,0.175573312,0.292665806,0.177878747,0.296213095
0,0.543816571,0.660093384,0.452380422,0.534113014,0.115228103,0.200850171,0.110483556,0.194067317
0,0.306500396,0.323596905,0.241754949,0.257113007,0.047998761,0.089390163,0.042812539,0.080130957
0,0.377288931,0.484905514,0.273150061,0.34430128,0.044170148,0.083039636,0.041340303,0.07791074
0,0.402676393,0.436840687,0.334234374,0.320442342,0.087692043,0.156934816,0.088617017,0.159079996
0,0.707555256,0.752718263,0.647263598,0.620735513,0.266183233,0.405442427,0.246477975,0.382433091
0,0.668802936,0.786777286,0.617213479,0.660948013,0.257228054,0.389145702,0.250851754,0.380780173
0,0.733921553,0.825234547,0.693576097,0.729599349,0.342977805,0.486015821,0.33745417,0.479100508
0,0.688358415,0.706553841,0.662549769,0.642279742,0.28264802,0.426532024,0.27520346,0.419536857
0,0.672326643,0.688847664,0.617625629,0.585778341,0.27084263,0.410999734,0.267473666,0.407495995
0,0.632827144,0.640009186,0.59274674,0.543837984,0.257622763,0.401536215,0.247566781,0.389263476
0,0.19864383,0.238258255,0.144879403,0.204252993,0.032074659,0.05831174,0.030990377,0.056367108
0,0.101090092,0.16667781,0.074584671,0.095589029,0.017159393,0.033027579,0.017737709,0.034107062
0,0.358731443,0.458810822,0.253019603,0.33130955,0.031991505,0.061128396,0.031499075,0.060224939
0,0.162924335,0.248354249,0.098958092,0.155920781,0.007331536,0.014374814,0.002528996,0.004982715
0,0.556168004,0.644617074,0.519247315,0.52419996,0.256497237,0.400332375,0.255632628,0.399451469
0,0.586277197,0.635327116,0.520548386,0.494243912,0.142343861,0.243631531,0.141980318,0.243330884
1,0.163470975,0.169609785,0.058196907,0.0675979,0,0,0,0
0,0.368175789,0.465655487,0.235135483,0.329599888,0.057405905,0.104747939,0.063646643,0.114944427
1,0.537853249,0.575894721,0.488761983,0.49810296,0.178941956,0.298683755,0.185285802,0.305929993
1,1,1,1,1,0.933732955,0.965317919,0.931432708,0.964071856
1,1,1,1,1,0.933732955,0.965317919,0.931432708,0.964071856
0,0.448771172,0.657857105,0.37665579,0.563492699,0.115328271,0.195937311,0.099439925,0.173830424
0,0.318487807,0.504512766,0.270269651,0.392848836,0.109037954,0.184763254,0.080248211,0.141343639
0,0.521990252,0.64549662,0.516432407,0.62324426,0.194683,0.308113589,0.170496403,0.276808639
1,0.202976253,0.355956391,0.197262445,0.320309562,0.035759912,0.068189646,0.003974882,0.007813454
0,0.225434713,0.301601526,0.194436839,0.228229772,0.021606519,0.041602515,0.015047062,0.029291652
0,0.309429594,0.365330629,0.312123156,0.31568591,0.056668485,0.106066017,0.027191535,0.051987524
1,0.049696535,0.180247019,0.032293604,0.127331545,0,0,0,0
0,0.268716187,0.436782622,0.239364482,0.396824711,0.053861557,0.100080096,0.044993235,0.084252546
0,0.310741685,0.438025136,0.270305229,0.326468145,0.036884638,0.069686834,0.038676329,0.07290148
0,0.308487968,0.461520178,0.224980588,0.328891566,0.052041392,0.097561568,0.060125265,0.111111111
0,0.195871941,0.268529958,0.149773103,0.204837674,0.018299145,0.035511041,0.02878716,0.055048188
0,0.22858128,0.338267396,0.210210511,0.267763807,0.018481185,0.035857499,0.019480654,0.037762746
0,0.336824094,0.39477561,0.239570976,0.291840102,0.063472404,0.117155837,0.059249085,0.109380564
0,0.408648524,0.500221545,0.356744469,0.405950429,0.124015302,0.217934306,0.106700124,0.190861283
0,0.321272254,0.455985238,0.323231708,0.359858525,0.071071523,0.129219148,0.064334541,0.11810566
0,0.372539838,0.452090663,0.32325129,0.354651742,0.03581218,0.068193091,0.037923437,0.072056284
1,0.181382136,0.353036572,0.142272096,0.200926843,0.040359262,0.076498758,0.017760029,0.034426519
0,0.258164718,0.373600457,0.263631889,0.248467368,0.05875373,0.108753488,0.060556105,0.112063105
0,0.396751842,0.462138685,0.426965563,0.440087656,0.096282493,0.172189206,0.075900622,0.139211512
0,0.375059636,0.463393895,0.347774934,0.448456554,0.063782031,0.117932379,0.046256268,0.086977076
0,0.370023065,0.418050207,0.357531698,0.343020128,0.090092529,0.162135846,0.080460036,0.146150721
0,0.45445793,0.573554547,0.475722754,0.487926763,0.115111309,0.20247109,0.097044926,0.173573058
0,0.329137302,0.390176667,0.232537123,0.272705245,0.032736259,0.060678539,0.027487518,0.051234704
1,0.27897272,0.429964242,0.166867118,0.247221415,0.047747035,0.089046206,0.049167717,0.091298506
0,0.136462506,0.31681642,0.126218509,0.143826504,0.019989324,0.037935574,0.022116859,0.041687027
0,0.270874901,0.381270934,0.276538962,0.308365945,0.072247467,0.132063093,0.076937001,0.140076773
0,0.251859261,0.329660073,0.20472221,0.225257195,0.046026932,0.086459295,0.040998587,0.077440309
0,0.213497524,0.340377711,0.120499265,0.12117538,0.019044969,0.0362977,0.019341772,0.036860489
0,0.273410901,0.386806125,0.28820683,0.37997636,0.067454548,0.122369541,0.063908242,0.116247639
0,0.192712895,0.291877575,0.180987178,0.215608873,0.041520014,0.078596535,0.042573162,0.08050653
0,0.099199718,0.303351192,0.078289036,0.213912457,0.01536598,0.02944043,0.015540798,0.029756436
0,0.493832112,0.598331771,0.495807918,0.495519773,0.191801758,0.316615696,0.178683222,0.298523371
1,0.093607167,0.21394089,0.084761351,0.115202561,0.019750493,0.037612063,0.020276778,0.038546022
0,0.517608029,0.604180451,0.516842932,0.569904435,0.228983407,0.36220979,0.229696089,0.363128492
0,0.576312936,0.671586875,0.526456851,0.612152757,0.164026928,0.277794926,0.160615236,0.272766901
0,0.068177867,0.166348675,0.054568176,0.106593243,0.015611404,0.030132308,0.01230702,0.023909886
0,0.133328248,0.200416195,0.200219356,0.197693419,0.02865554,0.054829308,0.023757997,0.045750901
0,0.099765714,0.238907936,0.169836177,0.198562207,0.017301248,0.033512546,0.014056109,0.027330669
0,0.205855164,0.307276941,0.139196415,0.219536363,0.025980355,0.049990628,0.021998139,0.042492521
0,0.241552415,0.252903397,0.24433609,0.203948458,0.04098358,0.075886165,0.024861162,0.047874542
0,0.119178877,0.160743834,0.070548421,0.0918066,0.010876049,0.021253757,0.011273343,0.02202061
0,0.163071527,0.235648691,0.073225579,0.103784354,0.020522425,0.039742944,0.021088521,0.040817271
0,0.20199408,0.296615769,0.190591859,0.221025664,0.042294625,0.08004003,0.036809512,0.070035026
0,0.308721233,0.406255719,0.315929764,0.326237084,0.07159515,0.128833534,0.051007929,0.093697116
0,0.395502258,0.497126007,0.328595375,0.398664117,0.049976688,0.093860432,0.04252593,0.080451799
0,0.456520866,0.542579658,0.383341149,0.412966917,0.083468396,0.150067546,0.069293055,0.127500946
0,0.245304927,0.317134219,0.21627284,0.225571913,0.041941444,0.078971368,0.045587164,0.085467601
0,0.07384656,0.141917226,0.046360064,0.084136956,0.006288257,0.012345679,0.006661855,0.013074409
0,0.489103766,0.588546618,0.435121206,0.47679376,0.091558387,0.16502459,0.098764861,0.176776695
0,0.325301581,0.391691955,0.264910152,0.346601099,0.053303594,0.098608121,0.039100796,0.073922127
0,0.294509473,0.419796861,0.247976479,0.289140273,0.05260878,0.097741598,0.05187073,0.096420705
0,0.41827018,0.452548986,0.421706199,0.399026745,0.105646544,0.188382015,0.09125523,0.165114891
1,0.099916177,0.141895,0.071407776,0.081799019,0,0,0,0
0,0.32321395,0.39288217,0.312560067,0.323986314,0.086269188,0.154770825,0.089096504,0.159583499
0,0.255112031,0.385075297,0.262947485,0.29016906,0.062039051,0.114009749,0.055871707,0.103661054
0,0.55942937,0.660414118,0.523709371,0.628372309,0.194655301,0.306484629,0.191005633,0.301027327
0,0.406229209,0.44679323,0.313287125,0.346475344,0.053356378,0.099413485,0.03285439,0.062393462
0,0.242986343,0.358119704,0.211686988,0.251996783,0.016290695,0.031603031,0.012416335,0.024206146
1,0.482290396,0.543323277,0.405997913,0.479866327,0.042648262,0.080128308,0.044154812,0.082823645
0,0.490489998,0.534648561,0.405870775,0.449405223,0.06202418,0.114492857,0.050222293,0.094282636
1,0.534778667,0.589893111,0.42014962,0.468728274,0.088796455,0.159624438,0.069574712,0.12700645
0,0.279613465,0.378179288,0.158875682,0.241102426,0.017534821,0.033997336,0.004489686,0.008829871
0,0.376157181,0.477796632,0.204421525,0.346143827,0.034144685,0.064993412,0.043679349,0.082383392
0,0.188938194,0.27345369,0.076826018,0.129806,0,0,0.006447847,0.012644054
0,0.260331033,0.384106653,0.174639248,0.268032682,0.010438895,0.020412415,0.011374673,0.022222222
0,0.184687832,0.275819652,0.132530377,0.192600156,0.030119043,0.057543534,0.032713873,0.062329799
0,0.560956578,0.694143566,0.456207635,0.670697283,0.047971857,0.090425553,0.050166599,0.094376282
0,0.314298984,0.417928229,0.219403031,0.285008761,0.048243002,0.089832592,0.048896238,0.090943261
0,0.17798622,0.236387309,0.132818926,0.139412558,0.019835441,0.038110797,0.017644606,0.034052235
0,0.23339175,0.371544489,0.087747774,0.204918387,0,0,0.006163547,0.012073632
0,0.434739941,0.544641188,0.426926869,0.452541382,0.094848179,0.168500068,0.085562672,0.153689815
0,0.119145113,0.248033333,0.098177646,0.077198107,0.003939928,0.00775287,0,0
0,0.441101779,0.486373664,0.32014884,0.343622644,0.077795728,0.140930207,0.077156343,0.139890118
1,0.198935157,0.23950927,0.125835498,0.118619039,0.007290225,0.014298852,0,0
0,0.35556284,0.423407366,0.309978619,0.332327746,0.046577293,0.087477644,0.034143964,0.064790132
0,0.314172561,0.389096591,0.190513127,0.244255267,0.011363523,0.022194838,0.006017599,0.01181139
0,0.601554989,0.65429829,0.50755528,0.534048903,0.100399413,0.175896699,0.081479789,0.146986184
0,0.538198435,0.545744307,0.50288181,0.50807042,0.159162557,0.267102394,0.13468613,0.233778128
0,0.453144161,0.446634301,0.430822617,0.378952513,0.133759568,0.224441993,0.092386302,0.164466223
0,0.211126396,0.375810505,0.116933583,0.197916757,0.013390231,0.02604202,0.0151441,0.029392447
1,0.572571378,0.668546821,0.446842961,0.503253201,0.06564254,0.120947826,0.044122014,0.082989216
0,0.260671982,0.338841752,0.142560377,0.197929613,0.016163638,0.03137472,0.020717577,0.040093769
0,0.47979089,0.57829599,0.373654868,0.445698952,0.103589652,0.18581732,0.112886117,0.200597826
0,0.460358645,0.54920827,0.347211461,0.332039828,0.108532825,0.188315659,0.094268104,0.165053823
0,0.332719014,0.397092296,0.301888823,0.388805467,0.065386367,0.119416287,0.061102751,0.112058367
0,0.209549911,0.279874076,0.133447992,0.229248056,0.028835624,0.055395499,0.031383765,0.060152076
0,0.230747042,0.302031112,0.124958498,0.236432477,0.014922302,0.029049645,0.008258106,0.016181738
0,0.336176401,0.428166576,0.274741608,0.303203167,0.047219634,0.087600576,0.04302793,0.080095518
0,0.243651893,0.340360887,0.204911139,0.262132732,0.041448217,0.077774625,0.019575456,0.037903389
0,0.373519235,0.516652178,0.322568881,0.363244062,0.067836169,0.123725806,0.024655643,0.047324312
0,0.26710134,0.383756017,0.187954638,0.226643804,0.042973608,0.081318421,0.03867972,0.073471836
0,0.44250449,0.50782127,0.379607435,0.399195656,0.085837044,0.153994995,0.075473317,0.136797114
0,0.297983031,0.357476698,0.264292293,0.345586817,0.041638642,0.078845482,0.026703662,0.051070951
1,0.131207953,0.234137161,0.121770423,0.154240889,0.019979482,0.038617363,0.021024431,0.040573897
0,0.225261263,0.347054093,0.175635442,0.163819826,0.040265105,0.076398647,0.032481831,0.062160314
0,0.305148489,0.496065357,0.241122255,0.366055322,0.031441855,0.059270992,0.033520539,0.062994079
0,0.43042602,0.582004055,0.320045714,0.459798675,0.050053914,0.093483026,0.049908524,0.093133126
0,0.305105166,0.474662698,0.243467468,0.337080277,0.051098365,0.095328928,0.037485818,0.071044669
0,0.25788566,0.334055943,0.280417995,0.3045404,0.044480103,0.0833512,0.029568819,0.056202544
0,0.209476286,0.261759092,0.205627519,0.214565463,0.022277038,0.042626701,0.016740909,0.032325409
0,0.290487715,0.366077851,0.249164733,0.223659077,0.03648593,0.068044652,0.017802285,0.034283965
0,0.372585926,0.422139982,0.292090083,0.366956097,0.06041604,0.111889061,0.04864043,0.091339005
0,0.248184674,0.366827056,0.217977808,0.30132919,0.041903577,0.078433048,0.044614555,0.08319903
0,0.1419573,0.244081413,0.121934489,0.158635028,0.011339786,0.022114491,0.011819014,0.023029957
0,0.297988754,0.350934924,0.296586594,0.371722887,0.06164945,0.114347338,0.042370427,0.0802314
0,0.276833895,0.372233324,0.182857902,0.297390152,0.048231056,0.089802651,0.034504288,0.065715208
0,0.285505579,0.411653377,0.150540571,0.277121858,0.039281876,0.074603297,0.042630037,0.080700021
0,0.277988324,0.340510537,0.253705185,0.254938928,0.066558945,0.123026784,0.05700827,0.106334853
0,0.176973452,0.283135862,0.192334546,0.281445164,0.026512503,0.05094818,0.026970768,0.051799741
0,0.356928647,0.381671619,0.141113942,0.165822199,0.011968241,0.023204105,0.006149425,0.012002113
0,0.306878136,0.321290554,0.186725168,0.182405379,0.033148001,0.061202515,0.032020521,0.059115342
0,0.15985237,0.221294497,0.107267961,0.113633364,0.01639161,0.031758997,0,0
0,0.36398011,0.501444655,0.336455467,0.458791971,0.074421171,0.136754781,0.066596637,0.12316616
0,0.416439654,0.49137554,0.430584963,0.473448029,0.085195278,0.154881583,0.055588879,0.102526661
0,0.350412785,0.452200732,0.26632758,0.294368478,0.056326796,0.104796499,0.045338343,0.085659916
0,0.233429626,0.404384037,0.108886862,0.238815561,0.020297621,0.039253434,0,0
0,0.361779824,0.442959853,0.235405774,0.311070698,0.046322689,0.086498892,0.045598488,0.085114705
0,0.342578928,0.440437757,0.208531578,0.237992987,0.024766945,0.047701901,0.014582186,0.028375218
0,0.117579849,0.398211655,0.105062563,0.202612067,0.023982698,0.046283774,0.019145247,0.037119162
0,0.218392392,0.332414023,0.231966229,0.270093412,0.036887769,0.070137886,0.038491311,0.073041362
0,0.188000432,0.333718768,0.15011391,0.222217997,0.03380884,0.064527321,0.035374885,0.067419986
0,0.048375715,0.210458727,0.047222817,0.14259846,0.005240494,0.010296701,0,0
0,0.518644148,0.569310366,0.472423454,0.535201633,0.121795136,0.212077749,0.102435827,0.180246755
0,0.305498334,0.457509422,0.260399364,0.381790549,0.064162699,0.117678918,0.055964427,0.103260025
0,0.467807641,0.573374723,0.435067123,0.532675091,0.141088228,0.238739676,0.132171512,0.225848188
0,0.463202449,0.518086552,0.352543877,0.402679114,0.086448947,0.153195997,0.081491781,0.14482546
0,0.627908371,0.718818437,0.519115813,0.571348817,0.204279293,0.327407045,0.215809519,0.341533281
1,0.375222084,0.474143003,0.191200614,0.231556101,0.026814606,0.050862883,0.030031586,0.056765672
0,0.376934494,0.454890163,0.178601973,0.261264588,0.038187706,0.071901568,0.042666378,0.079762516
0,0.381545866,0.45559568,0.291845949,0.382335996,0.055268794,0.101520562,0.04764714,0.088087252
0,0.280450723,0.356132774,0.528141426,0.542439221,0.058405499,0.108401482,0.054951312,0.10230576
0,0.327487813,0.410297241,0.702926791,0.732114318,0.03616249,0.068870044,0.037180873,0.070740159
0,0.122086364,0.225119331,0.647398524,0.637562096,0.005794873,0.011379812,0,0
0,0.234563015,0.290211598,0.63574938,0.628685373,0.069258406,0.125917911,0.070287818,0.127563966
0,0.350599892,0.377519467,0.673925641,0.659283292,0.060520061,0.112145639,0.051795654,0.096793868
1,0.286186934,0.309026105,0.526369061,0.544382299,0.049372276,0.092492509,0.03632888,0.068945025
0,0.43251797,0.427076456,0.422931445,0.459061771,0.084800137,0.154010276,0.089736836,0.162050931
0,0.373800729,0.37501976,0.47927818,0.517374125,0.06413875,0.118797741,0.038738776,0.07342231
